economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
TON,NE.EXP.GNFS.CD,Tonga,Exports of goods and services (current US$),13435004.5817515,8090553.58670414,11561654.4688401,11967036.7402999,11648334.4511514,16011159.1892507,15794070.3286601,17123440.511208,11355855.8558559,17095217.2005265,18094839.0250716,17534759.3582888,25256966.811371,24250192.2583953,26696066.7461263,38464269.1773422,30278420.4843437,32405166.6542944,27551300.5780347,33680911.3250014,35422538.2225342,44685711.741558,44847637.2513252,37511931.7956345,31380575.2615478,31165982.4767456,24209620.9528218,33366002.6433703,39211234.1131869,45131090.5744382,46714206.1338678,42549594.0485139,36478872.4230601,55075047.4758465,42554579.8624729,45862975.9178741,67310441.6674809,80356252.7995223,91729479.8165619,74647847.6305037,74117311.6811469,91160678.3145852,102005086.300052,104684870.229322,112507464.506028,99820527.8413568,57432841.8224561,59899752.6654585,,
TMN,NE.EXP.GNFS.CD,Middle East & North Africa (IDA & IBRD countries),Exports of goods and services (current US$),48695351433.8183,58186688764.6738,60861930485.3547,56987414698.074,85348089693.7333,94545159166.6085,69794521237.8485,77563792540.0558,76605478859.2299,73844626976.1217,70975395378.4737,47512151495.7966,62542401951.2466,61758457528.3879,71041986560.5071,86464667965.442,74425994837.2512,73961568147.3204,72846929237.7187,82617161901.5096,84469202491.9801,90898039832.7464,102032389052.532,90984150058.9181,118960327590.856,148200305218.356,133334222285.794,142187269617.86,158870225907.285,206556228526.566,269049273283.852,321677063518.769,386447789826.026,489698015426.173,366347049221.653,442735332652.668,496752856605.316,526182092005.971,481525226885.65,421254126094.904,312980050705.053,302149590117.984,360962288949.091,438706341595.445,389136946585.202,260552974822.984,383006426561.478,534219169937.314,519998894579.665,
TLS,NE.EXP.GNFS.CD,Timor-Leste,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,38960300.0,42828900.0,36638400.0,33673900.0,32945200.0,32989600.0,41881900.0,54263000.0,60613700.0,66633500.0,75532300.0,66782600.0,82664300.0,77945700.0,66178400.0,48508500.0,51780000.0,38179900.0,45614300.0,431191700.0,792950600.0,2302354000.0,1784365000.0,476831100.0,
TLA,NE.EXP.GNFS.CD,Latin America & the Caribbean (IDA & IBRD countries),Exports of goods and services (current US$),43558414629.5237,50655835168.937,58518338995.45,65235481916.0733,80952268453.1435,102232723038.778,111171053054.223,104032197245.327,107719510348.552,116100229822.921,112735125203.684,101186111164.9,110411864206.78,135704572953.054,147512180228.545,171713244519.354,169479687732.994,184079552153.874,197195865762.41,234461549909.8,280831448686.855,313018636525.07,343987309772.1,342067025284.16,356714390013.731,423497324147.661,408777614603.325,415038241626.608,448812798507.686,549202598947.281,658869048986.021,779583420982.808,882628358055.26,1018766311244.4,812394237799.091,1072109545192.49,1262844086858.45,1282266827482.01,1275187407545.42,1249348611363.66,1089439693420.02,1079435237209.86,1197181767791.66,1297621263968.51,1288940786121.5,1123047010947.01,1438162822918.84,1695293613913.89,1701727665456.26,
TKM,NE.EXP.GNFS.CD,Turkmenistan,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,1250614832.8362,2148362351.53034,2692664771.71994,2175805362.67843,2084399936.41563,1774094536.52548,956099906.374992,774538535.153995,874285023.027116,1604433017.84118,1466653725.60438,1580055400.56919,1949045098.71003,2030569708.19824,2486842105.26316,3608775981.52425,4657598499.06191,11056875730.4246,9517543859.64912,10366666666.6667,17480701754.386,20688070175.4386,19535789473.6842,20360701754.386,12771714285.7143,8011714285.71429,8521428571.42857,12188857142.8571,11187714285.7143,8164285714.28571,10281800000.0,14670100000.0,13110700000.0,
TJK,NE.EXP.GNFS.CD,Tajikistan,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,470190964.136004,579294755.877034,807696379.41986,799500169.204738,805572498.857439,645098985.997103,718214368.811561,746538229.981939,736449663.433651,766967436.082128,994327044.095007,1219656705.18309,1254264708.57196,1645945559.19098,1705745533.09341,1755605593.56987,1218526625.57921,842892855.780827,1072842444.64916,1318781149.02818,936771984.073827,835634230.381076,810823484.28563,923021947.694359,1125074885.30063,1116255903.44978,1243456836.44712,1409153432.56143,2161333822.62564,1751996065.65997,,
THA,NE.EXP.GNFS.CD,Thailand,Exports of goods and services (current US$),2732924326.18658,3436992450.47929,3947627127.17676,4773874325.87256,6178088809.32875,7800900873.3147,8309867952.72672,8385609881.2719,8053089819.19917,9154262958.54174,9030266961.97086,11033548459.0733,14601717480.4792,20357574271.5293,25231065262.2752,29129276618.1045,35329436945.3531,41206839587.58,47453533152.6223,56094977835.3454,70305503762.0445,71417458048.9366,72442635000.6348,65860574771.0913,71490257382.1479,81953035120.3609,76088350937.052,81447794223.3026,93686920141.989,114062494755.723,129498934986.038,152293268280.069,181094565788.388,208095289025.846,181530421334.516,226787505595.978,262743281924.973,274121377628.712,282342912104.28,278596013717.189,271423493717.844,277248464807.286,304266013738.262,328569784686.743,323768892197.357,257709985018.377,296424506130.06,323968095968.786,337035150288.966,
TGO,NE.EXP.GNFS.CD,Togo,Exports of goods and services (current US$),241897334.794126,278511973.279285,292684965.460738,411848053.863968,423733951.811692,773472154.548981,544664192.856614,612220840.578466,475737820.100556,519366252.783062,521170889.010052,658172672.915215,730213615.959312,761211516.295822,762306408.896905,603505041.158683,571926370.651206,501433054.966444,304394721.238925,358302926.530002,420808141.945338,516316175.841448,475868140.636305,517181587.596715,475147222.4998,424670348.218294,429366652.715549,516701878.887484,694096764.968224,752390243.873023,811362053.824834,831810885.425079,900322085.749922,1127772906.63971,1187564713.82761,1279768332.07496,1660814155.03162,1736771567.41123,1997592280.61287,1811710702.90744,1495042878.36334,1578284066.71442,1588718291.83076,1702774383.34119,1665133404.82303,1721567222.6082,1971234503.84417,2091318175.7473,2192410683.19019,
TEC,NE.EXP.GNFS.CD,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),,,,,,,,,,,,,,,,217116105247.896,172004461752.373,456311267010.047,299119839273.872,235545708643.43,255422964520.1,248663625628.589,259338193211.636,258210026839.309,241062625885.416,289610998005.194,297710778177.531,326744937238.212,408472312319.626,541261214131.177,669454240964.098,817476057521.864,1007407198603.61,1305085270738.05,948164696286.107,1152271880750.37,1455728308770.94,1495921817304.39,1534469496352.61,1507437164633.34,1186541284826.74,1114132501322.22,1312116923739.19,1532351401305.96,1524861216463.97,1316344411641.59,1774522563229.72,2047374673643.58,1928400918670.87,
TEA,NE.EXP.GNFS.CD,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),25632584133.8205,29208849779.3334,34709844428.2448,40848674912.5987,55553231508.3239,73815302075.7608,80393008631.6074,74978645279.2425,78195257945.3128,86331325841.8647,82846347108.2631,80548259106.8586,100429837507.793,123571788893.518,133923987719.549,155994935739.693,181126216858.845,212783726635.202,240349299428.123,304256004472.487,375495649092.464,423067506923.932,466135261042.598,436250523747.559,471274631856.552,577140074109.205,572529122000.285,650060839282.41,801708853196.716,1029093968831.14,1260349711704.83,1558386793363.06,1910751416577.82,2247931087189.01,1903555418949.64,2466707001530.96,2971831276266.07,3163590488577.97,3362944104040.15,3496606730403.07,3331670097690.16,3182207457450.96,3540134717908.44,3877631237068.34,3855717141131.98,3825279136926.27,4893605200817.02,5265864811314.91,5001944487359.22,
TCD,NE.EXP.GNFS.CD,Chad,Exports of goods and services (current US$),124525763.498138,139294049.754088,143615633.961631,182936219.338598,178553423.082796,175041293.986065,132421607.078368,54751112.1159341,136673323.990491,165602339.386213,123003840.625963,143026030.246369,179740702.896575,222673412.729052,197582396.751377,234367649.848279,224348643.655516,208710952.478653,194955480.328494,190020006.603114,317076027.401918,281984781.110316,286444703.149508,322640880.265171,281123360.420699,234520132.685021,250908654.896596,253418838.156303,675636728.899707,2256048166.0841,3190156502.2687,3534906076.43911,3849613519.28825,4437595919.18961,3264608901.83446,3930727392.91387,4732259786.57814,4757483810.53297,4347930619.80545,4762356078.84545,3285310501.41704,2655214463.33241,3387429836.99061,4067531563.95139,4157368006.32556,2862741177.83666,4564757756.63808,6114122105.97427,5720536635.56417,
TCA,NE.EXP.GNFS.CD,Turks and Caicos Islands,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,NE.EXP.GNFS.CD,Syrian Arab Republic,Exports of goods and services (current US$),1461385482.26715,1490583513.43007,1398290598.2906,1376861397.47995,1900127388.53503,2380891719.74522,2427631113.31304,2268031466.21173,2331285398.86724,2174468579.39366,1960935036.26616,1497286367.98978,1778676862.88458,1774447445.12712,2962782879.11402,3488165297.62226,3168250000.0,3479921416.55059,3816418530.83146,3346540000.0,3537504990.01996,4388662674.6507,4702704280.15564,4640692307.69231,5129922480.62016,6839334310.23655,7464741325.57656,8216795445.30297,7030359682.99126,10147425742.5743,11844406130.2682,13167057673.5093,15617340808.9708,19741840052.5412,15724551096.419,19747456811.555,13081933250.7245,3331967972.0424,1661482224.60751,1508537235.77397,2353296641.9611,2731227397.04245,3165874598.14596,3206830227.96283,2938069171.93043,1648856244.09304,2226608573.26076,1608744496.2291,,
SYC,NE.EXP.GNFS.CD,Seychelles,Exports of goods and services (current US$),,8673003.73924215,11089068.8063126,15164545.1894989,21890203.943057,22163208.8799193,17859601.6579769,15986241.064918,21248691.789548,26935625.2214413,29326494.9925943,19278075.738992,23213176.3026053,33344240.9094193,35914015.8814195,59192935.2245686,51160208.4809582,50252835.861692,53589237.0076578,52986352.30824,55776979.7769798,146186060.081692,118656888.050992,128162615.685753,152013308.376228,486226807.753906,546294059.863335,569063799.433325,657204441.558408,650842527.272727,754034109.090909,898472650.285559,935575117.966411,961331923.056223,896738912.88279,896873105.74782,1037324780.35757,1122604567.95522,1262543322.97158,1376210126.70164,1290375234.95138,1338730180.08626,1573333403.18565,1553145430.37773,1538983435.76862,920042421.547639,1193663263.24547,1818966306.17899,1840535504.39143,
SXM,NE.EXP.GNFS.CD,Sint Maarten (Dutch part),Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,NE.EXP.GNFS.CD,Eswatini,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,NE.EXP.GNFS.CD,Sweden,Exports of goods and services (current US$),21363499349.7423,22619844119.4701,23692051722.5991,26992621002.5451,34344875090.3874,38777042746.359,36270106450.2113,34607349823.3216,34880032476.4252,36958532846.5388,37450055672.4276,46082815711.1573,55327293703.8673,62001594855.7253,64787791341.575,73468826113.4014,71907412153.7825,74161945636.8694,65074646041.5757,77326982892.6905,99714998668.2181,105470175961.825,105237527668.994,108706524610.372,110211197714.95,113692344633.385,104029102245.113,110053301290.939,134749885608.993,164271523629.387,177556569562.832,201114228402.591,233867846363.26,252230583665.852,188745590425.671,221129192652.724,259101990028.043,246464811459.85,249630038816.564,251069957738.072,219284872891.792,220653333190.583,235309948216.298,253002514998.051,256724927068.404,241282023561.051,301387150076.682,312449425397.421,322732040003.224,
SVN,NE.EXP.GNFS.CD,Slovenia,Exports of goods and services (current US$),,,,,,,,,,,,,,,,14747182203.3898,9892826086.95652,7386170400.9434,6955369312.16931,8058963720.93023,9701955115.24464,9921480169.97167,9875306122.44898,10518606462.7813,10017114040.8701,10172240637.1072,10802787759.1313,12290189526.1845,15114769177.369,18946986796.2133,21655505534.1375,25611438966.2527,32637319159.2821,36989152940.7719,28967234666.1429,30989453004.8167,36240298313.8328,33953720506.2598,35880641477.6291,37954050501.1246,33169954107.1222,34740102172.0518,40391857784.4177,45941003425.2251,45476824978.3842,41785212679.0367,51670655053.0689,56321649308.1559,57566828226.9814,
SVK,NE.EXP.GNFS.CD,Slovak Republic,Exports of goods and services (current US$),,,,,,,,,,,,,,,,3040877348.90808,5944790456.17505,9816291887.69569,8680849144.99883,11174416894.0562,13958882352.9412,13787939163.4981,14902632831.0864,13635886564.4927,14151032231.7815,15573520703.6706,17594241722.4988,20123560080.971,29263658908.605,39675783192.7596,45428521112.7035,57507321359.6082,72194477961.8206,80870213060.9094,60839049329.3261,70230239457.3835,84383473250.7784,86112869512.4262,92074947973.9152,91989314711.6965,80879458866.2308,83400999772.7594,90173773495.8931,101203084757.884,97210994149.8744,90816799595.6874,109378279217.122,114713957646.757,122207169843.483,
SUR,NE.EXP.GNFS.CD,Suriname,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385355541.78664,1589435336.97632,2010564663.02368,1710018214.93625,2295461855.15716,,,,,,,,,,,,,,
STP,NE.EXP.GNFS.CD,Sao Tome and Principe,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,NE.EXP.GNFS.CD,Small states,Exports of goods and services (current US$),,,,,,,,,,,,,,,21541142711.5163,25844396167.1007,24964928331.5676,26856386427.071,26567644480.0258,28551344160.4331,35282524910.8886,37779429670.9149,37967542887.0113,37011469866.1969,40068533479.6404,44255202447.664,43547199314.2805,46058046638.522,53024449924.6739,63389524280.0203,73452208345.0914,83156801030.4103,97081882398.9317,112340738612.734,89500963794.4407,102775418721.043,134886865339.464,138416947595.622,145320903656.696,146663611896.985,126825106542.531,126791301316.154,142777860613.935,159866040644.042,161528497818.027,138757957782.767,185003177366.044,223163392003.461,220588419566.773,
SSF,NE.EXP.GNFS.CD,Sub-Saharan Africa,Exports of goods and services (current US$),32886477365.8541,34240823800.8794,40733643571.5497,46960502934.0083,59543433184.5446,80827315403.4628,69135402494.9484,62457347761.6382,62568693261.7414,62182974159.4837,60292035415.4075,65400780963.2,76746025998.7054,78978192852.272,79981863667.6477,87841564508.8273,85370612971.3865,86540130967.3081,88284470673.7194,92002334762.0338,107972244833.236,114915212520.306,115846803833.362,109491073395.661,109235432751.804,119505262130.755,115591656955.155,123123663970.748,148317950202.276,185683070821.559,229981840121.052,274237322219.06,334990331351.461,407176869323.435,319184519986.299,402726205765.672,483281696317.938,471830319420.145,464676830007.211,462740955759.529,359773181679.596,329858432284.758,383438387204.966,438322362228.801,422488321618.323,364380784452.435,485900853881.245,556935192111.179,522564027571.027,
SSD,NE.EXP.GNFS.CD,South Sudan,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630874288.71993,7377203307.64568,8970707666.27619,9850171395.11542,5110494406.77966,1794877728.81356,5360319322.0339,4397355862.60474,,,,,,,,,
SSA,NE.EXP.GNFS.CD,Sub-Saharan Africa (excluding high income),Exports of goods and services (current US$),32917996534.6423,34273641006.9553,40771411759.0566,47000120341.9425,59589276647.0526,80901995778.2201,69201027508.2895,62516870237.4252,62619973567.9464,62224658599.5297,60327332291.9877,65459059669.7467,76813486027.5119,79032757142.9951,80033749371.7773,87867516752.2973,85405761036.9954,86578253407.19,88319763476.9728,92043542163.6031,108030122617.91,114847834646.464,115821535667.633,109443399817.244,109151995025.361,118938726212.261,114930788115.321,122438787564.739,147530952290.346,184928762321.76,229117536251.234,273207551461.537,333941176104.094,406127526043.1,318183485978.026,401755588172.977,482165480705.89,470605333891.326,463277656475.475,461201558092.741,358305659892.579,328321782549.859,381631073942.636,436557717897.672,420735912273.584,363369567182.556,484593184437.817,554877366406.816,520467257135.033,
